,codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_cidade,coordenadas_cidade,longitude_cidade,latitude_cidade,altitude_cidade,ocorrencia_uf,ocorrencia_estado,regiao,ocorrencia_dia,total_aeronaves_envolvidas,ocorrencia_saida_pista,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,ocorrencia_fatalidade
4945,50347,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,CARAZINHO,"-52.7918973881038,-28.286510590107,588.8138740000001",-52.7918973881038,-28.286510590107,588.8138740000001,RS,Rio Grande do Sul,Localizado na Região Sul,2013-12-30,1,SIM,PPGQW,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1993.0,BRASIL,AVIÃO,INSTRUÇÃO,CARAZINHO,FORA DE AERODROMO,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,0,NÃO
4946,51445,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,CARAZINHO,"-52.7918973881038,-28.286510590107,588.8138740000001",-52.7918973881038,-28.286510590107,588.8138740000001,RS,Rio Grande do Sul,Localizado na Região Sul,2014-05-09,1,SIM,PTGXF,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1981.0,BRASIL,AVIÃO,AGRÍCOLA,CARAZINHO,FORA DE AERODROMO,POUSO,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4947,51654,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CARAZINHO,"-52.7918973881038,-28.286510590107,588.8138740000001",-52.7918973881038,-28.286510590107,588.8138740000001,RS,Rio Grande do Sul,Localizado na Região Sul,2014-06-30,1,NÃO,PTNKG,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,4.0,1976.0,BRASIL,AVIÃO,PARTICULAR,SÃO PEDRO,IJUÍ,CRUZEIRO,PRIVADA,SUBSTANCIAL,0,NÃO
4948,43288,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,VIAMÃO,"-51.024820489573,-30.0818968401211,110.821248",-51.024820489573,-30.0818968401211,110.821248,RS,Rio Grande do Sul,Localizado na Região Sul,2010-11-28,1,NÃO,PPGYW,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,305A,O1,PISTÃO,MONOMOTOR,2.0,1955.0,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,INSTRUÇÃO,LEVE,0,NÃO
4949,45332,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,VIAMÃO,"-51.024820489573,-30.0818968401211,110.821248",-51.024820489573,-30.0818968401211,110.821248,RS,Rio Grande do Sul,Localizado na Região Sul,2012-01-09,1,NÃO,PTUDD,ESPECIALIZADA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1987.0,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4950,45333,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,VIAMÃO,"-51.024820489573,-30.0818968401211,110.821248",-51.024820489573,-30.0818968401211,110.821248,RS,Rio Grande do Sul,Localizado na Região Sul,2012-01-06,1,NÃO,PTGOO,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1.0,1976.0,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4951,46861,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,VIAMÃO,"-51.024820489573,-30.0818968401211,110.821248",-51.024820489573,-30.0818968401211,110.821248,RS,Rio Grande do Sul,Localizado na Região Sul,2013-01-02,1,NÃO,PTVVH,ESPECIALIZADA,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1.0,2012.0,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4952,61053,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,VIAMÃO,"-51.024820489573,-30.0818968401211,110.821248",-51.024820489573,-30.0818968401211,110.821248,RS,Rio Grande do Sul,Localizado na Região Sul,2016-05-01,1,NÃO,PRYMO,OPERADOR DESCONHECIDO,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,2.0,1989.0,BRASIL,HELICÓPTERO,INSTRUÇÃO,EL DORADO,EL DORADO,PAIRADO,PRIVADA,SUBSTANCIAL,0,NÃO
4953,79059,ACIDENTE,INDETERMINADO,INDETERMINADO,VIAMÃO,"-51.024820489573,-30.0818968401211,110.821248",-51.024820489573,-30.0818968401211,110.821248,RS,Rio Grande do Sul,Localizado na Região Sul,2019-06-09,1,NÃO,PUXXX19,OPERADOR DESCONHECIDO,AVIÃO,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,ICAO DESCONHECIDO,TIPO MOTOR DESCONHECIDO,SEM TRAÇÃO,0.0,0.0,BRASIL,AVIÃO,REGISTRO SEG DESCONHECIDO,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,PRIVADA,SUBSTANCIAL,0,NÃO
4954,43446,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,URUGUAIANA,"-57.0818249090229,-29.7598231712009,78.23018999999999",-57.0818249090229,-29.7598231712009,78.23018999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2010-11-14,1,NÃO,PTFFD,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1976.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4955,46751,ACIDENTE,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,URUGUAIANA,"-57.0818249090229,-29.7598231712009,78.23018999999999",-57.0818249090229,-29.7598231712009,78.23018999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2012-12-13,1,SIM,PTGXN,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1981.0,BRASIL,AVIÃO,AGRÍCOLA,NOSSA SENHORA DO LORETO,NOSSA SENHORA DO LORETO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,1,SIM
4956,50131,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,URUGUAIANA,"-57.0818249090229,-29.7598231712009,78.23018999999999",-57.0818249090229,-29.7598231712009,78.23018999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2013-11-08,1,NÃO,PTUDG,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1987.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4957,60660,ACIDENTE,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,URUGUAIANA,"-57.0818249090229,-29.7598231712009,78.23018999999999",-57.0818249090229,-29.7598231712009,78.23018999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2016-01-11,1,SIM,PTAQS,OPERADOR DESCONHECIDO,AVIÃO,EMBRAER,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,2014.0,BRASIL,AVIÃO,AGRÍCOLA,NOSSA SENHORA DO LORETO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4958,66204,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,URUGUAIANA,"-57.0818249090229,-29.7598231712009,78.23018999999999",-57.0818249090229,-29.7598231712009,78.23018999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2016-12-31,1,NÃO,PPLJM,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1976.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4959,66247,ACIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,URUGUAIANA,"-57.0818249090229,-29.7598231712009,78.23018999999999",-57.0818249090229,-29.7598231712009,78.23018999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2017-01-06,1,NÃO,PTGUS,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1980.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4960,43657,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,DOM PEDRITO,"-54.6741301838237,-30.9812670559179,141.456516",-54.6741301838237,-30.9812670559179,141.456516,RS,Rio Grande do Sul,Localizado na Região Sul,2011-01-11,1,NÃO,PTWCU,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1975.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4961,50996,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,DOM PEDRITO,"-54.6741301838237,-30.9812670559179,141.456516",-54.6741301838237,-30.9812670559179,141.456516,RS,Rio Grande do Sul,Localizado na Região Sul,2014-03-26,1,NÃO,PTGYC,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1982.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,AGRÍCOLA,DESTRUÍDA,1,SIM
4962,51005,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,DOM PEDRITO,"-54.6741301838237,-30.9812670559179,141.456516",-54.6741301838237,-30.9812670559179,141.456516,RS,Rio Grande do Sul,Localizado na Região Sul,2014-04-22,1,NÃO,PTWUZ,AGRÍCOLA,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1977.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4963,77200,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,DOM PEDRITO,"-54.6741301838237,-30.9812670559179,141.456516",-54.6741301838237,-30.9812670559179,141.456516,RS,Rio Grande do Sul,Localizado na Região Sul,2017-12-30,1,NÃO,PRMLY,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1973.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,AGRÍCOLA,SUBSTANCIAL,1,SIM
4964,77638,ACIDENTE,INDETERMINADO,INDETERMINADO,DOM PEDRITO,"-54.6741301838237,-30.9812670559179,141.456516",-54.6741301838237,-30.9812670559179,141.456516,RS,Rio Grande do Sul,Localizado na Região Sul,2018-01-10,1,NÃO,PTWKV,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1976.0,BRASIL,AVIÃO,AGRÍCOLA,FAZENDA CERRADÃO,FAZENDA CERRADÃO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4965,77639,ACIDENTE,INDETERMINADO,INDETERMINADO,DOM PEDRITO,"-54.6741301838237,-30.9812670559179,141.456516",-54.6741301838237,-30.9812670559179,141.456516,RS,Rio Grande do Sul,Localizado na Região Sul,2018-01-10,1,NÃO,PRNAS,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1973.0,BRASIL,AVIÃO,AGRÍCOLA,FAZENDA CERRADÃO,FAZENDA CERRADÃO,POUSO,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4966,78525,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,DOM PEDRITO,"-54.6741301838237,-30.9812670559179,141.456516",-54.6741301838237,-30.9812670559179,141.456516,RS,Rio Grande do Sul,Localizado na Região Sul,2019-02-06,1,NÃO,PTAIG,OPERADOR DESCONHECIDO,AVIÃO,GLOBE AIRCRAFT,GC-1A,GC1,PISTÃO,MONOMOTOR,2.0,1947.0,BRASIL,AVIÃO,PARTICULAR,VOO ORIG DESCONHECIDO,VOO DEST DESCONHECIDO,MANOBRA,PRIVADA,DESTRUÍDA,2,SIM
4967,43668,INCIDENTE GRAVE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,ELDORADO DO SUL,"-51.310418926013,-29.9992925937693,6.844065999999999",-51.310418926013,-29.9992925937693,6.844065999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2010-12-08,1,SIM,PRFFG,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1979.0,BRASIL,AVIÃO,ESPECIALIZADA,AEROCLUBE DE ELDORADO DO SUL,AEROCLUBE DE ELDORADO DO SUL,POUSO,ESPECIALIZADA,SUBSTANCIAL,0,NÃO
4968,43668,INCIDENTE GRAVE,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,ELDORADO DO SUL,"-51.310418926013,-29.9992925937693,6.844065999999999",-51.310418926013,-29.9992925937693,6.844065999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2010-12-08,1,SIM,PRFFG,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1979.0,BRASIL,AVIÃO,ESPECIALIZADA,AEROCLUBE DE ELDORADO DO SUL,AEROCLUBE DE ELDORADO DO SUL,POUSO,ESPECIALIZADA,SUBSTANCIAL,0,NÃO
4969,45211,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,ELDORADO DO SUL,"-51.310418926013,-29.9992925937693,6.844065999999999",-51.310418926013,-29.9992925937693,6.844065999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2011-11-05,1,NÃO,PUTJF,EXPERIMENTAL,ULTRALEVE,TACILLO JACOB FROHLICH,D3,ULAC,PISTÃO,MONOMOTOR,2.0,2003.0,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,EXPERIMENTAL,SUBSTANCIAL,0,NÃO
4970,47155,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,ELDORADO DO SUL,"-51.310418926013,-29.9992925937693,6.844065999999999",-51.310418926013,-29.9992925937693,6.844065999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2013-03-19,1,NÃO,PPHRF,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PAUL,PISTÃO,MONOMOTOR,2.0,1962.0,BRASIL,AVIÃO,INSTRUÇÃO,AEROCLUBE DE ELDORADO DO SUL,AEROCLUBE DE ELDORADO DO SUL,APROXIMAÇÃO FINAL,INSTRUÇÃO,SUBSTANCIAL,0,NÃO
4971,49122,ACIDENTE,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,ELDORADO DO SUL,"-51.310418926013,-29.9992925937693,6.844065999999999",-51.310418926013,-29.9992925937693,6.844065999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2013-07-09,1,NÃO,PTOCO,INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-28R-201,P28R,PISTÃO,MONOMOTOR,4.0,1990.0,BRASIL,AVIÃO,INSTRUÇÃO,AEROCLUBE DE ELDORADO DO SUL,PELOTAS,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,NÃO
4972,49536,INCIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,ELDORADO DO SUL,"-51.310418926013,-29.9992925937693,6.844065999999999",-51.310418926013,-29.9992925937693,6.844065999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2013-07-17,1,NÃO,PPGNJ,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1993.0,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,INSTRUÇÃO,NENHUM,0,NÃO
4973,49700,INCIDENTE,OUTROS,OUTROS,ELDORADO DO SUL,"-51.310418926013,-29.9992925937693,6.844065999999999",-51.310418926013,-29.9992925937693,6.844065999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2013-08-30,1,NÃO,PPGEH,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,3.0,1991.0,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,INSTRUÇÃO,NENHUM,0,NÃO
4974,52672,ACIDENTE,OUTROS,OUTROS,ELDORADO DO SUL,"-51.310418926013,-29.9992925937693,6.844065999999999",-51.310418926013,-29.9992925937693,6.844065999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2014-10-22,1,NÃO,PUXAC,EXPERIMENTAL,ULTRALEVE,FABRICANTE DESCONHECIDO,AC-16,ULAC,PISTÃO,MONOMOTOR,2.0,2006.0,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,EXPERIMENTAL,DESTRUÍDA,0,NÃO
4975,65795,ACIDENTE,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ELDORADO DO SUL,"-51.310418926013,-29.9992925937693,6.844065999999999",-51.310418926013,-29.9992925937693,6.844065999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2016-09-24,1,NÃO,PUMMM,EXPERIMENTAL,ULTRALEVE,FABRICANTE DESCONHECIDO,STORM 300B,ULAC,PISTÃO,MONOMOTOR,2.0,2001.0,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,AEROCLUBE DE ELDORADO DO SUL,POUSO,INSTRUÇÃO,LEVE,0,NÃO
4976,77808,ACIDENTE,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ELDORADO DO SUL,"-51.310418926013,-29.9992925937693,6.844065999999999",-51.310418926013,-29.9992925937693,6.844065999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2018-04-11,1,NÃO,PPGFK,OPERADOR DESCONHECIDO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1992.0,BRASIL,AVIÃO,INSTRUÇÃO,AEROCLUBE DE ELDORADO DO SUL,AEROCLUBE DE ELDORADO DO SUL,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,NÃO
4977,78137,ACIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,ELDORADO DO SUL,"-51.310418926013,-29.9992925937693,6.844065999999999",-51.310418926013,-29.9992925937693,6.844065999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2018-08-21,1,NÃO,PTJJM,OPERADOR DESCONHECIDO,AVIÃO,PIPER AIRCRAFT,PA-28-140,P28A,PISTÃO,MONOMOTOR,2.0,1973.0,BRASIL,AVIÃO,INSTRUÇÃO,AEROCLUBE DE ELDORADO DO SUL,AEROCLUBE DE ELDORADO DO SUL,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0,NÃO
4978,78946,INCIDENTE,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,ELDORADO DO SUL,"-51.310418926013,-29.9992925937693,6.844065999999999",-51.310418926013,-29.9992925937693,6.844065999999999,RS,Rio Grande do Sul,Localizado na Região Sul,2019-09-24,1,NÃO,PRAHZ,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,2.0,1977.0,BRASIL,AVIÃO,PARTICULAR,VOO ORIG DESCONHECIDO,VOO DEST DESCONHECIDO,POUSO,TIPO OP DESCONHECIDO,NENHUM,0,NÃO
4979,43704,ACIDENTE,FALHA ESTRUTURAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | FALHA ESTRUTURAL,MOSTARDAS,"-50.91915885107171,-31.1082251065723,14.751847",-50.91915885107171,-31.1082251065723,14.751847,RS,Rio Grande do Sul,Localizado na Região Sul,2011-01-17,1,NÃO,PTGHP,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1.0,1975.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,AGRÍCOLA,DESTRUÍDA,1,SIM
4980,52983,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,MOSTARDAS,"-50.91915885107171,-31.1082251065723,14.751847",-50.91915885107171,-31.1082251065723,14.751847,RS,Rio Grande do Sul,Localizado na Região Sul,2015-01-28,1,NÃO,PTVVW,AGRÍCOLA,AVIÃO,EMBRAER,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,2012.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4981,77375,INCIDENTE GRAVE,PANE SECA,COMBUSTÍVEL | PANE SECA,MOSTARDAS,"-50.91915885107171,-31.1082251065723,14.751847",-50.91915885107171,-31.1082251065723,14.751847,RS,Rio Grande do Sul,Localizado na Região Sul,2017-11-02,1,NÃO,PUFLD,EXPERIMENTAL,ULTRALEVE,FABRICANTE DESCONHECIDO,STORM 300,ULAC,PISTÃO,MONOMOTOR,2.0,2004.0,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,LEVE,0,NÃO
4982,43726,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,ALEGRETE,"-55.7958701453331,-29.78204320831051,94.73120299999999",-55.7958701453331,-29.78204320831051,94.73120299999999,RS,Rio Grande do Sul,Localizado na Região Sul,2010-12-29,1,NÃO,PTUHF,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,1992.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4983,46568,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,ALEGRETE,"-55.7958701453331,-29.78204320831051,94.73120299999999",-55.7958701453331,-29.78204320831051,94.73120299999999,RS,Rio Grande do Sul,Localizado na Região Sul,2012-11-08,1,NÃO,PTUAD,ESPECIALIZADA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1985.0,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4984,46916,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,ALEGRETE,"-55.7958701453331,-29.78204320831051,94.73120299999999",-55.7958701453331,-29.78204320831051,94.73120299999999,RS,Rio Grande do Sul,Localizado na Região Sul,2013-01-29,1,NÃO,PTUIC,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,1994.0,BRASIL,AVIÃO,AGRÍCOLA,CHICO LEDUR,FORA DE AERODROMO,VOO A BAIXA ALTURA,AGRÍCOLA,DESTRUÍDA,1,SIM
4985,47652,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,ALEGRETE,"-55.7958701453331,-29.78204320831051,94.73120299999999",-55.7958701453331,-29.78204320831051,94.73120299999999,RS,Rio Grande do Sul,Localizado na Região Sul,2013-03-12,1,NÃO,PPSSS,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,6.0,2006.0,BRASIL,AVIÃO,PARTICULAR,SALGADO FILHO,GAUDÊNCIO MACHADO RAMOS,POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
4986,49911,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,ALEGRETE,"-55.7958701453331,-29.78204320831051,94.73120299999999",-55.7958701453331,-29.78204320831051,94.73120299999999,RS,Rio Grande do Sul,Localizado na Região Sul,2013-10-05,1,NÃO,PUSNX,EXPERIMENTAL,ULTRALEVE,SONEX LTDA,SONEX,ULAC,PISTÃO,MONOMOTOR,2.0,2002.0,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,EXPERIMENTAL,SUBSTANCIAL,1,SIM
